"practice_code","practice_name","icb_code","icb_name","region","list_size","survey_responses","imd_quintile","rural_urban","phone_difficult_n"
"XYR6864","Practice 309","Q50","NHS Cornwall ICB","South East",5722,30,5,"Rural",9
"RBM1055","Practice 310","Q90","NHS Somerset ICB","East",13376,208,3,"Urban",82
"WAR4223","Practice 311","Q56","NHS Devon ICB","South West",8345,313,3,"Rural",
"GPN1767","Practice 312","Q20","NHS Devon ICB","North East",5515,106,5,"Rural",30
"NTB6474","Practice 313","Q56","NHS Cornwall ICB","London",1822,279,2,"Rural",51
"LXM1244","Practice 314","Q36","NHS Cornwall ICB","East",9865,140,3,"Urban",39
"UIQ5353","Practice 315","Q35","NHS Somerset ICB","East",7517,201,3,"Urban",80
"SWA4252","Practice 316","Q20","NHS Dorset ICB","Midlands",12075,292,1,"Urban",134
"JXC9101","Practice 317","Q50","NHS Cornwall ICB","South East",5000,30,2,"Urban",9
"YRS4590","Practice 318","Q89","NHS Cornwall ICB","South West",1693,85,4,"Urban",14
"YZJ5241","Practice 319","Q35","NHS Somerset ICB","North East",6883,190,4,"Urban",74
"EDC9561","Practice 320","Q92","NHS Dorset ICB","South West",13459,120,3,"Urban",40
"BNB7098","Practice 321","Q68","NHS Cornwall ICB","South East",14621,189,4,"Rural",95
"CGU5955","Practice 322","Q69","NHS Cornwall ICB","Midlands",4536,297,5,"Rural",95
"BBD7845","Practice 323","Q94","NHS Devon ICB","London",8323,372,5,"Rural",145
"NOS9084","Practice 324","Q94","NHS Cornwall ICB","South East",9629,191,1,"Rural",87
"PGG9301","Practice 325","Q31","NHS Somerset ICB","South East",6673,114,1,"Urban",29
"DYB3456","Practice 326","Q77","NHS Devon ICB","East",13946,293,1,"Urban",116
"XPH3098","Practice 327","Q31","NHS Somerset ICB","South East",4209,206,3,"Urban",69
"USR3513","Practice 328","Q62","NHS Dorset ICB","North West",4460,261,4,"Urban",91
"XIS7397","Practice 329","Q36","NHS Devon ICB","Midlands",9027,290,4,"Urban",71
"FDH2096","Practice 330","Q66","NHS Dorset ICB","London",500,70,4,"Urban",16
"TCM4932","Practice 331","Q29","NHS Cornwall ICB","South East",4705,216,4,"Rural",72
"ULI2748","Practice 332","Q92","NHS Somerset ICB","South East",13352,129,1,"Urban",41
"TOE8666","Practice 333","Q90","NHS Somerset ICB","South West",2288,78,4,"Urban",25
"KKQ5080","Practice 334","Q22","NHS Cornwall ICB","North East",12368,181,4,"Urban",75
"ZPE8053","Practice 335","Q36","NHS Dorset ICB","London",7544,244,1,"Rural",73
"AAD2103","Practice 336","Q66","NHS Dorset ICB","North West",14466,410,1,"Urban",121
"NSF6933","Practice 337","Q94","NHS Dorset ICB","East",10563,72,5,"Urban",13
"AKV7523","Practice 338","Q31","NHS Somerset ICB","South West",4564,250,5,"Urban",132
"DZA4299","Practice 339","Q20","NHS Devon ICB","North East",10726,114,5,"Rural",27
"MDP9020","Practice 340","Q22","NHS Devon ICB","London",3697,124,2,"Urban",54
"FPL3995","Practice 341","Q62","NHS Cornwall ICB","North West",12481,378,4,"Urban",54
"VAX4950","Practice 342","Q68","NHS Dorset ICB","South East",9018,59,4,"Rural",24
"LYH6968","Practice 343","Q62","NHS Somerset ICB","East",500,360,2,"Rural",
"GKB8833","Practice 344","Q36","NHS Cornwall ICB","Midlands",11693,51,5,"Rural",7
"LFW3195","Practice 345","Q22","NHS Cornwall ICB","South East",2885,156,3,"Urban",46
"EZE6258","Practice 346","Q94","NHS Dorset ICB","Midlands",5767,190,2,"Urban",91
"RNV4757","Practice 347","Q20","NHS Dorset ICB","South East",8089,213,5,"Urban",
"GLP8299","Practice 348","Q68","NHS Cornwall ICB","Midlands",7014,225,4,"Urban",68
"MFS5404","Practice 349","Q35","NHS Devon ICB","North East",14281,72,2,"Rural",34
"ZBY3833","Practice 350","Q62","NHS Somerset ICB","North East",4750,68,4,"Urban",33
"VSF1017","Practice 351","Q50","NHS Devon ICB","London",15198,200,1,"Urban",72
"BUS2137","Practice 352","Q97","NHS Devon ICB","East",8217,172,4,"Rural",62
"CYD5840","Practice 353","Q77","NHS Cornwall ICB","East",3598,216,1,"Urban",82
"ASK4038","Practice 354","Q31","NHS Cornwall ICB","South East",10267,284,3,"Urban",102
"OAC9295","Practice 355","Q94","NHS Devon ICB","South West",1974,61,2,"Urban",20
"THT5125","Practice 356","Q22","NHS Devon ICB","North East",4161,291,5,"Urban",108
"KHM9529","Practice 357","Q90","NHS Devon ICB","Midlands",5895,227,5,"Urban",74
"ICA7766","Practice 358","Q77","NHS Dorset ICB","North East",9802,178,2,"Urban",50
"VQJ6383","Practice 359","Q92","NHS Dorset ICB","London",2657,345,3,"Urban",140
"JJA2299","Practice 360","Q97","NHS Somerset ICB","North West",3973,314,2,"Urban",141
"GHU5251","Practice 361","Q97","NHS Dorset ICB","North West",12165,109,3,"Urban",40
"SQI1444","Practice 362","Q97","NHS Somerset ICB","North West",500,243,3,"Urban",109
"RQM7473","Practice 363","Q20","NHS Devon ICB","London",2962,30,3,"Urban",8
"YDQ8589","Practice 364","Q97","NHS Cornwall ICB","South West",14340,384,4,"Rural",128
"LXU8099","Practice 365","Q36","NHS Cornwall ICB","North West",7325,258,1,"Rural",98
"JGI1171","Practice 366","Q29","NHS Cornwall ICB","South East",9831,279,4,"Urban",72
"IUT5299","Practice 367","Q20","NHS Devon ICB","North West",7825,362,5,"Urban",126
"SSU5450","Practice 368","Q31","NHS Dorset ICB","East",10593,205,3,"Rural",69
"OTJ3190","Practice 369","Q43","NHS Devon ICB","South West",2114,231,5,"Urban",50
"NUZ5736","Practice 370","Q29","NHS Dorset ICB","South West",8597,142,4,"Urban",63
"WEM9945","Practice 371","Q43","NHS Devon ICB","South West",6149,134,4,"Rural",37
"CAV1752","Practice 372","Q89","NHS Somerset ICB","East",3651,147,1,"Urban",70
"VEO3553","Practice 373","Q20","NHS Cornwall ICB","South East",6983,295,2,"Rural",146
"TTV4856","Practice 374","Q50","NHS Cornwall ICB","London",10927,159,2,"Urban",43
"JSM7397","Practice 375","Q31","NHS Somerset ICB","South West",2570,179,4,"Urban",53
"BBV3377","Practice 376","Q66","NHS Somerset ICB","South West",500,156,2,"Urban",43
"WVD3828","Practice 377","Q43","NHS Devon ICB","Midlands",2519,30,2,"Urban",14
"QVZ5666","Practice 378","Q92","NHS Devon ICB","North East",6016,300,5,"Urban",70
"RTB4207","Practice 379","Q20","NHS Dorset ICB","North East",10969,176,4,"Rural",67
"SZW2180","Practice 380","Q36","NHS Cornwall ICB","South East",9328,364,2,"Rural",154
"NSQ7011","Practice 381","Q35","NHS Dorset ICB","East",9937,255,2,"Rural",117
"QGE8638","Practice 382","Q66","NHS Dorset ICB","East",7562,112,2,"Urban",51
"JOT5557","Practice 383","Q29","NHS Cornwall ICB","London",5775,304,3,"Rural",96
"EEC1132","Practice 384","Q22","NHS Cornwall ICB","North West",7324,174,5,"Rural",45
"MTP2661","Practice 385","Q97","NHS Dorset ICB","South West",11393,225,3,"Urban",79
"RRZ9747","Practice 386","Q29","NHS Cornwall ICB","South West",10771,134,5,"Urban",36
"SXA8946","Practice 387","Q50","NHS Somerset ICB","South East",12442,281,4,"Rural",92
"SRD5333","Practice 388","Q66","NHS Somerset ICB","Midlands",9615,204,4,"Urban",65
"JEN8053","Practice 389","Q92","NHS Somerset ICB","South West",586,336,5,"Urban",134
"POC7121","Practice 390","Q77","NHS Dorset ICB","North East",1808,186,4,"Rural",39
"BSE8033","Practice 391","Q20","NHS Dorset ICB","London",2938,226,4,"Rural",60
"ZWG3360","Practice 392","Q97","NHS Devon ICB","Midlands",6318,241,5,"Rural",72
"DLE6406","Practice 393","Q66","NHS Devon ICB","North West",5081,197,3,"Urban",53
"YMK4411","Practice 394","Q92","NHS Cornwall ICB","South West",8029,160,5,"Urban",58
"ZJC2095","Practice 395","Q22","NHS Cornwall ICB","North West",7898,220,3,"Urban",64
"GNM4854","Practice 396","Q90","NHS Dorset ICB","South West",7359,246,4,"Urban",83
"ARJ2344","Practice 397","Q90","NHS Dorset ICB","London",7959,417,5,"Urban",66
"NFP3770","Practice 398","Q77","NHS Dorset ICB","London",6240,48,3,"Urban",16
"TAK6253","Practice 399","Q92","NHS Somerset ICB","East",9611,128,1,"Urban",53
"VQN4347","Practice 400","Q36","NHS Dorset ICB","London",7663,150,1,"Rural",60
"SOQ9599","Practice 401","Q50","NHS Dorset ICB","North West",11404,195,3,"Urban",45
"LSL1713","Practice 402","Q89","NHS Somerset ICB","London",13902,120,5,"Rural",28
"SKF6083","Practice 403","Q94","NHS Dorset ICB","North East",14312,175,4,"Urban",58
"FPY2242","Practice 404","Q89","NHS Devon ICB","East",900,245,1,"Urban",76
"LXG6347","Practice 405","Q83","NHS Dorset ICB","North East",11890,197,1,"Urban",57
"YGP1626","Practice 406","Q31","NHS Devon ICB","South East",3911,312,4,"Urban",70
"JDB9226","Practice 407","Q56","NHS Devon ICB","East",6374,347,4,"Rural",153
"GUD2922","Practice 408","Q56","NHS Devon ICB","North West",5115,108,5,"Urban",25
"SJD2418","Practice 409","Q29","NHS Dorset ICB","Midlands",3962,211,5,"Urban",49
"YUA4891","Practice 410","Q83","NHS Somerset ICB","North West",7719,444,4,"Urban",130
"BTE6210","Practice 411","Q68","NHS Dorset ICB","North East",6369,94,5,"Urban",20
"FZZ3861","Practice 412","Q69","NHS Somerset ICB","London",7033,30,2,"Urban",3
"IVN3889","Practice 413","Q92","NHS Devon ICB","North West",10525,155,5,"Rural",67
"XFU9473","Practice 414","Q68","NHS Dorset ICB","East",8622,192,2,"Rural",
"KXC7248","Practice 415","Q97","NHS Cornwall ICB","Midlands",10785,245,5,"Urban",117
"FCV9903","Practice 416","Q68","NHS Devon ICB","London",14671,369,1,"Urban",160
"EBW9585","Practice 417","Q77","NHS Devon ICB","Midlands",13353,152,1,"Rural",
"NEG8194","Practice 418","Q36","NHS Devon ICB","Midlands",7039,365,2,"Rural",
"JFJ9434","Practice 419","Q94","NHS Devon ICB","North West",11953,191,3,"Rural",52
"OCJ2158","Practice 420","Q97","NHS Dorset ICB","South East",500,324,4,"Urban",83
"AJC9454","Practice 421","Q56","NHS Dorset ICB","North East",6304,319,2,"Urban",125
"IBW2677","Practice 422","Q89","NHS Somerset ICB","South East",11358,156,3,"Rural",66
"JFL8273","Practice 423","Q77","NHS Somerset ICB","South East",2947,54,1,"Urban",25
"QJZ2815","Practice 424","Q66","NHS Devon ICB","North East",6859,288,4,"Rural",71
"LRS8955","Practice 425","Q29","NHS Cornwall ICB","South East",5758,124,5,"Urban",41
"VAS3571","Practice 426","Q62","NHS Dorset ICB","North East",8837,313,4,"Rural",129
"AZW1680","Practice 427","Q69","NHS Somerset ICB","North West",2645,223,2,"Urban",93
"KWR1315","Practice 428","Q56","NHS Cornwall ICB","South East",5916,138,1,"Urban",50
"YUR5020","Practice 429","Q92","NHS Dorset ICB","South East",11044,219,3,"Rural",66
"DKE6054","Practice 430","Q68","NHS Cornwall ICB","North East",11602,178,4,"Urban",52
"CRZ8707","Practice 431","Q62","NHS Somerset ICB","East",10413,203,3,"Urban",63
"UQN6431","Practice 432","Q77","NHS Devon ICB","East",11132,216,2,"Urban",97
"FKG8121","Practice 433","Q50","NHS Dorset ICB","South West",8019,243,5,"Urban",101
"ESJ3880","Practice 434","Q35","NHS Cornwall ICB","North West",6353,491,3,"Urban",291
"JSA5561","Practice 435","Q50","NHS Cornwall ICB","North East",1073,37,2,"Urban",10
"TXS8766","Practice 436","Q36","NHS Dorset ICB","North West",4453,323,3,"Urban",67
"BEN9414","Practice 437","Q36","NHS Devon ICB","London",5060,238,3,"Urban",46
"WAL2103","Practice 438","Q50","NHS Cornwall ICB","North West",9094,130,5,"Urban",37
"DVZ7076","Practice 439","Q22","NHS Devon ICB","Midlands",7721,110,2,"Urban",22
"YMY2026","Practice 440","Q94","NHS Devon ICB","North East",11181,223,1,"Urban",104
"YOT8297","Practice 441","Q31","NHS Devon ICB","East",6434,228,2,"Urban",90
"TJS9581","Practice 442","Q50","NHS Devon ICB","East",9264,342,3,"Rural",161
"IQZ6981","Practice 443","Q35","NHS Somerset ICB","Midlands",11380,92,3,"Rural",33
"NGG7222","Practice 444","Q94","NHS Devon ICB","North East",11220,216,4,"Rural",70
"NIB4794","Practice 445","Q36","NHS Somerset ICB","North West",11109,141,4,"Urban",60
"CVH9576","Practice 446","Q77","NHS Dorset ICB","South East",8566,80,1,"Urban",24
"RPQ4758","Practice 447","Q90","NHS Cornwall ICB","South East",9554,193,2,"Urban",
"JIQ7650","Practice 448","Q69","NHS Somerset ICB","South East",500,221,3,"Rural",69
"AYD4283","Practice 449","Q43","NHS Dorset ICB","East",500,203,5,"Urban",59
"HAX8452","Practice 450","Q92","NHS Somerset ICB","North East",6625,132,2,"Urban",31
"TBT8995","Practice 451","Q36","NHS Somerset ICB","East",678,158,2,"Urban",40
"UQO3708","Practice 452","Q35","NHS Dorset ICB","North West",6864,181,3,"Urban",59
"EPG1456","Practice 453","Q50","NHS Devon ICB","London",8672,240,5,"Urban",73
"FSZ7074","Practice 454","Q50","NHS Somerset ICB","London",7306,200,5,"Rural",69
"NQT5054","Practice 455","Q50","NHS Cornwall ICB","Midlands",5645,210,1,"Rural",62
"DRU1366","Practice 456","Q68","NHS Cornwall ICB","North East",4653,249,4,"Urban",25
"IBM4500","Practice 457","Q31","NHS Devon ICB","North West",15088,136,2,"Urban",47
"HIE5418","Practice 458","Q90","NHS Somerset ICB","Midlands",12618,195,4,"Rural",61
"WOT1107","Practice 459","Q43","NHS Cornwall ICB","South East",4018,196,3,"Rural",73
"PYG9081","Practice 460","Q83","NHS Dorset ICB","East",7309,224,1,"Rural",115
"ZIO6593","Practice 461","Q94","NHS Cornwall ICB","North West",6101,306,5,"Rural",99
"LFF7180","Practice 462","Q35","NHS Cornwall ICB","North West",12924,172,2,"Urban",73
"JJX2517","Practice 463","Q62","NHS Somerset ICB","South West",6443,176,5,"Urban",60
"NDB4954","Practice 464","Q66","NHS Dorset ICB","South West",2885,287,1,"Urban",117
"WJK7139","Practice 465","Q97","NHS Cornwall ICB","South East",12695,358,5,"Rural",134
"KOC4863","Practice 466","Q50","NHS Dorset ICB","Midlands",7603,234,2,"Urban",56
"WWY8431","Practice 467","Q29","NHS Somerset ICB","Midlands",7359,261,2,"Urban",125
"VUU4631","Practice 468","Q68","NHS Dorset ICB","London",6261,201,4,"Urban",39
"YUB5341","Practice 469","Q77","NHS Somerset ICB","East",12713,110,4,"Rural",36
"BLY5568","Practice 470","Q90","NHS Dorset ICB","London",5087,30,2,"Urban",10
"PHO9567","Practice 471","Q20","NHS Dorset ICB","North East",11136,155,1,"Urban",73
"NUM7031","Practice 472","Q56","NHS Dorset ICB","London",3555,229,1,"Urban",98
"YKE5010","Practice 473","Q83","NHS Cornwall ICB","London",10852,61,3,"Rural",16
"OJC3782","Practice 474","Q83","NHS Somerset ICB","North West",4463,155,4,"Urban",65
"QGD7763","Practice 475","Q97","NHS Somerset ICB","North East",8022,247,4,"Urban",89
"FJW3899","Practice 476","Q50","NHS Devon ICB","East",5698,184,5,"Urban",33
"WNU7065","Practice 477","Q89","NHS Dorset ICB","North West",12560,64,2,"Urban",21
"SAW5222","Practice 478","Q89","NHS Dorset ICB","North West",11832,213,3,"Urban",68
"JVG7255","Practice 479","Q20","NHS Cornwall ICB","South West",15242,71,1,"Urban",38
"MMV7135","Practice 480","Q56","NHS Cornwall ICB","North West",9025,208,4,"Urban",66
"FDP6263","Practice 481","Q56","NHS Somerset ICB","London",7872,190,2,"Urban",76
"AMZ2538","Practice 482","Q31","NHS Somerset ICB","London",7445,60,3,"Urban",30
"KKF2437","Practice 483","Q22","NHS Devon ICB","North East",7594,102,5,"Urban",37
"MCA7978","Practice 484","Q22","NHS Somerset ICB","Midlands",7331,93,3,"Urban",59
"ZMP5477","Practice 485","Q50","NHS Devon ICB","East",6255,200,3,"Urban",28
"ZCT3908","Practice 486","Q29","NHS Dorset ICB","South East",3125,279,1,"Urban",115
"JAD2549","Practice 487","Q90","NHS Cornwall ICB","South East",14576,103,4,"Urban",49
"MQO5972","Practice 488","Q66","NHS Cornwall ICB","North East",10576,132,1,"Urban",47
"OKP4779","Practice 489","Q94","NHS Devon ICB","South East",5446,277,3,"Urban",69
"QUH7311","Practice 490","Q90","NHS Devon ICB","North West",2163,258,4,"Rural",71
"OTD8098","Practice 491","Q83","NHS Dorset ICB","London",8245,366,5,"Urban",70
"HIQ4186","Practice 492","Q29","NHS Dorset ICB","Midlands",4412,379,1,"Urban",127
"DXJ8281","Practice 493","Q90","NHS Somerset ICB","London",7233,71,2,"Urban",29
"FQL7522","Practice 494","Q90","NHS Devon ICB","North West",5215,315,3,"Rural",128
"JRD3306","Practice 495","Q92","NHS Cornwall ICB","North East",9435,198,4,"Urban",39
"TOT9873","Practice 496","Q97","NHS Somerset ICB","South East",13154,82,3,"Urban",26
"XVH8196","Practice 497","Q50","NHS Dorset ICB","North West",9317,271,5,"Rural",71
"YVG9013","Practice 498","Q92","NHS Devon ICB","East",5815,283,3,"Urban",65
"XBG4241","Practice 499","Q90","NHS Somerset ICB","South East",8135,391,3,"Urban",166
"PXR4360","Practice 500","Q50","NHS Devon ICB","North West",3989,175,1,"Urban",69
"LBH2238","Practice 501","Q89","NHS Cornwall ICB","South West",9222,104,2,"Urban",39
"PRP7102","Practice 502","Q22","NHS Devon ICB","South East",6349,158,3,"Urban",46
"SSZ1609","Practice 503","Q31","NHS Cornwall ICB","Midlands",5150,302,4,"Urban",50
"CIV3698","Practice 504","Q36","NHS Devon ICB","South East",2178,234,1,"Urban",78
"XNI9974","Practice 505","Q97","NHS Dorset ICB","Midlands",13993,177,5,"Rural",60
"USS2636","Practice 506","Q94","NHS Devon ICB","London",6731,277,1,"Urban",94
"GUP8076","Practice 507","Q22","NHS Somerset ICB","South West",8082,210,3,"Urban",53
"CER4209","Practice 508","Q66","NHS Somerset ICB","North East",6404,178,2,"Urban",
"JHC2044","Practice 509","Q68","NHS Dorset ICB","East",8625,265,5,"Urban",80
"UEE4968","Practice 510","Q92","NHS Somerset ICB","South East",12468,154,2,"Urban",71
"JNO8423","Practice 511","Q43","NHS Cornwall ICB","South West",2624,145,5,"Urban",44
"GKC8013","Practice 512","Q29","NHS Somerset ICB","Midlands",9226,184,1,"Urban",62
"SYO7463","Practice 513","Q69","NHS Dorset ICB","North West",3596,96,3,"Rural",29
"MVV4826","Practice 514","Q20","NHS Cornwall ICB","East",11366,197,3,"Urban",70
"JKT4557","Practice 515","Q90","NHS Devon ICB","North West",7507,203,4,"Rural",48
"WVW1130","Practice 516","Q35","NHS Somerset ICB","East",12660,360,5,"Urban",69
"NIN6669","Practice 517","Q90","NHS Dorset ICB","South West",5747,350,5,"Urban",51
"XDZ7552","Practice 518","Q68","NHS Somerset ICB","South East",9844,222,3,"Rural",87
"XNY1285","Practice 519","Q94","NHS Somerset ICB","East",11259,303,3,"Rural",104
"KKI3729","Practice 520","Q62","NHS Dorset ICB","East",7916,139,4,"Rural",
"MNU7854","Practice 521","Q62","NHS Cornwall ICB","North East",5907,282,2,"Urban",143
"CTI4806","Practice 522","Q43","NHS Cornwall ICB","London",11362,267,3,"Urban",51
"JEY5334","Practice 523","Q69","NHS Somerset ICB","North West",3870,244,1,"Urban",119
"SUJ3580","Practice 524","Q35","NHS Somerset ICB","North West",2622,152,5,"Urban",54
"BTS4231","Practice 525","Q43","NHS Somerset ICB","Midlands",7009,261,3,"Urban",107
"GRW9311","Practice 526","Q92","NHS Devon ICB","South East",13492,243,5,"Urban",83
"THL1469","Practice 527","Q94","NHS Somerset ICB","South East",5693,51,5,"Urban",20
"UXG3602","Practice 528","Q94","NHS Somerset ICB","North West",8311,292,4,"Rural",100
"UZA2840","Practice 529","Q20","NHS Dorset ICB","South East",6302,236,5,"Rural",100
"KMZ6372","Practice 530","Q22","NHS Cornwall ICB","Midlands",10163,39,1,"Urban",19
"ZBJ1043","Practice 531","Q22","NHS Devon ICB","London",7331,106,2,"Urban",51
"KCD3687","Practice 532","Q50","NHS Somerset ICB","North East",10511,100,2,"Urban",41
"ZQA3782","Practice 533","Q92","NHS Somerset ICB","London",7803,113,3,"Urban",34
"AHJ7011","Practice 534","Q94","NHS Dorset ICB","South East",16432,225,3,"Urban",92
"UIQ9660","Practice 535","Q69","NHS Cornwall ICB","Midlands",5805,166,5,"Urban",55
"FHT8767","Practice 536","Q83","NHS Devon ICB","South West",3910,395,2,"Urban",124
"ZRW5265","Practice 537","Q83","NHS Dorset ICB","South East",3871,249,1,"Urban",133
"WCZ2414","Practice 538","Q50","NHS Cornwall ICB","London",4771,183,4,"Rural",55
"JEU4836","Practice 539","Q90","NHS Somerset ICB","South West",9891,215,3,"Rural",
"ISI5773","Practice 540","Q50","NHS Cornwall ICB","Midlands",3730,79,3,"Rural",30
"LKJ1383","Practice 541","Q62","NHS Devon ICB","North East",10402,203,5,"Rural",72
"MVW4795","Practice 542","Q22","NHS Cornwall ICB","Midlands",10628,148,1,"Rural",53
"RZA1670","Practice 543","Q90","NHS Somerset ICB","South East",6828,332,4,"Urban",127
"OIB4993","Practice 544","Q35","NHS Devon ICB","North West",4099,218,2,"Urban",87
"UFA2081","Practice 545","Q29","NHS Dorset ICB","East",2014,49,3,"Urban",16
"AGF6223","Practice 546","Q20","NHS Somerset ICB","South West",10894,211,2,"Urban",86
"KNR2458","Practice 547","Q68","NHS Devon ICB","South West",4826,273,1,"Rural",
"HCS1569","Practice 548","Q22","NHS Dorset ICB","Midlands",9734,30,4,"Rural",4
"MXQ5199","Practice 549","Q69","NHS Devon ICB","Midlands",12638,239,3,"Urban",91
